timestamp,binId,fillLevel
2026-09-09T20:00:00+07:00,BIN01,7
2026-09-09T20:00:00+07:00,BIN02,49
2026-09-09T20:00:00+07:00,BIN03,20
2026-09-09T20:00:00+07:00,BIN04,15
2026-09-09T21:00:00+07:00,BIN01,7
2026-09-09T21:00:00+07:00,BIN02,10
2026-09-09T21:00:00+07:00,BIN03,23
2026-09-09T21:00:00+07:00,BIN04,15
2026-09-09T22:00:00+07:00,BIN01,7
2026-09-09T22:00:00+07:00,BIN02,10
2026-09-09T22:00:00+07:00,BIN03,23
2026-09-09T22:00:00+07:00,BIN04,16
2026-09-09T23:00:00+07:00,BIN01,7
2026-09-09T23:00:00+07:00,BIN02,11
2026-09-09T23:00:00+07:00,BIN03,23
2026-09-09T23:00:00+07:00,BIN04,16
2026-09-10T00:00:00+07:00,BIN01,8
2026-09-10T00:00:00+07:00,BIN02,11
2026-09-10T00:00:00+07:00,BIN03,23
2026-09-10T00:00:00+07:00,BIN04,16
2026-09-10T01:00:00+07:00,BIN01,8
2026-09-10T01:00:00+07:00,BIN02,11
2026-09-10T01:00:00+07:00,BIN03,23
2026-09-10T01:00:00+07:00,BIN04,16
2026-09-10T02:00:00+07:00,BIN01,9
2026-09-10T02:00:00+07:00,BIN02,11
2026-09-10T02:00:00+07:00,BIN03,23
2026-09-10T02:00:00+07:00,BIN04,16
2026-09-10T03:00:00+07:00,BIN01,9
2026-09-10T03:00:00+07:00,BIN02,11
2026-09-10T03:00:00+07:00,BIN03,23
2026-09-10T03:00:00+07:00,BIN04,16
2026-09-10T04:00:00+07:00,BIN01,9
2026-09-10T04:00:00+07:00,BIN02,11
2026-09-10T04:00:00+07:00,BIN03,23
2026-09-10T04:00:00+07:00,BIN04,16
2026-09-10T05:00:00+07:00,BIN01,10
2026-09-10T05:00:00+07:00,BIN02,11
2026-09-10T05:00:00+07:00,BIN03,23
2026-09-10T05:00:00+07:00,BIN04,16
2026-09-10T06:00:00+07:00,BIN01,10
2026-09-10T06:00:00+07:00,BIN02,11
2026-09-10T06:00:00+07:00,BIN03,26
2026-09-10T06:00:00+07:00,BIN04,17
2026-09-10T07:00:00+07:00,BIN01,10
2026-09-10T07:00:00+07:00,BIN02,14
2026-09-10T07:00:00+07:00,BIN03,28
2026-09-10T07:00:00+07:00,BIN04,18
2026-09-10T08:00:00+07:00,BIN01,15
2026-09-10T08:00:00+07:00,BIN02,16
2026-09-10T08:00:00+07:00,BIN03,29
2026-09-10T08:00:00+07:00,BIN04,29
2026-09-10T09:00:00+07:00,BIN01,20
2026-09-10T09:00:00+07:00,BIN02,20
2026-09-10T09:00:00+07:00,BIN03,30
2026-09-10T09:00:00+07:00,BIN04,40
2026-09-10T10:00:00+07:00,BIN01,23
2026-09-10T10:00:00+07:00,BIN02,24
2026-09-10T10:00:00+07:00,BIN03,33
2026-09-10T10:00:00+07:00,BIN04,50
2026-09-10T11:00:00+07:00,BIN01,25
2026-09-10T11:00:00+07:00,BIN02,34
2026-09-10T11:00:00+07:00,BIN03,34
2026-09-10T11:00:00+07:00,BIN04,58
2026-09-10T12:00:00+07:00,BIN01,29
2026-09-10T12:00:00+07:00,BIN02,44
2026-09-10T12:00:00+07:00,BIN03,36
2026-09-10T12:00:00+07:00,BIN04,69
2026-09-10T13:00:00+07:00,BIN01,33
2026-09-10T13:00:00+07:00,BIN02,53
2026-09-10T13:00:00+07:00,BIN03,39
2026-09-10T13:00:00+07:00,BIN04,81
2026-09-10T14:00:00+07:00,BIN01,38
2026-09-10T14:00:00+07:00,BIN02,67
2026-09-10T14:00:00+07:00,BIN03,40
2026-09-10T14:00:00+07:00,BIN04,91
2026-09-10T15:00:00+07:00,BIN01,41
2026-09-10T15:00:00+07:00,BIN02,13
2026-09-10T15:00:00+07:00,BIN03,41
2026-09-10T15:00:00+07:00,BIN04,98
2026-09-10T16:00:00+07:00,BIN01,44
2026-09-10T16:00:00+07:00,BIN02,15
2026-09-10T16:00:00+07:00,BIN03,42
2026-09-10T16:00:00+07:00,BIN04,98
2026-09-10T17:00:00+07:00,BIN01,47
2026-09-10T17:00:00+07:00,BIN02,26
2026-09-10T17:00:00+07:00,BIN03,44
2026-09-10T17:00:00+07:00,BIN04,98
2026-09-10T18:00:00+07:00,BIN01,53
2026-09-10T18:00:00+07:00,BIN02,35
2026-09-10T18:00:00+07:00,BIN03,45
2026-09-10T18:00:00+07:00,BIN04,98
2026-09-10T19:00:00+07:00,BIN01,53
2026-09-10T19:00:00+07:00,BIN02,48
2026-09-10T19:00:00+07:00,BIN03,47
2026-09-10T19:00:00+07:00,BIN04,10
2026-09-10T20:00:00+07:00,BIN01,6
2026-09-10T20:00:00+07:00,BIN02,53
2026-09-10T20:00:00+07:00,BIN03,48
2026-09-10T20:00:00+07:00,BIN04,10
2026-09-10T21:00:00+07:00,BIN01,7
2026-09-10T21:00:00+07:00,BIN02,12
2026-09-10T21:00:00+07:00,BIN03,49
2026-09-10T21:00:00+07:00,BIN04,11
2026-09-10T22:00:00+07:00,BIN01,7
2026-09-10T22:00:00+07:00,BIN02,13
2026-09-10T22:00:00+07:00,BIN03,49
2026-09-10T22:00:00+07:00,BIN04,12
2026-09-10T23:00:00+07:00,BIN01,7
2026-09-10T23:00:00+07:00,BIN02,13
2026-09-10T23:00:00+07:00,BIN03,49
2026-09-10T23:00:00+07:00,BIN04,12
2026-09-11T00:00:00+07:00,BIN01,7
2026-09-11T00:00:00+07:00,BIN02,13
2026-09-11T00:00:00+07:00,BIN03,49
2026-09-11T00:00:00+07:00,BIN04,13
2026-09-11T01:00:00+07:00,BIN01,7
2026-09-11T01:00:00+07:00,BIN02,13
2026-09-11T01:00:00+07:00,BIN03,49
2026-09-11T01:00:00+07:00,BIN04,14
2026-09-11T02:00:00+07:00,BIN01,7
2026-09-11T02:00:00+07:00,BIN02,13
2026-09-11T02:00:00+07:00,BIN03,49
2026-09-11T02:00:00+07:00,BIN04,14
2026-09-11T03:00:00+07:00,BIN01,8
2026-09-11T03:00:00+07:00,BIN02,13
2026-09-11T03:00:00+07:00,BIN03,49
2026-09-11T03:00:00+07:00,BIN04,14
2026-09-11T04:00:00+07:00,BIN01,8
2026-09-11T04:00:00+07:00,BIN02,13
2026-09-11T04:00:00+07:00,BIN03,49
2026-09-11T04:00:00+07:00,BIN04,14
2026-09-11T05:00:00+07:00,BIN01,8
2026-09-11T05:00:00+07:00,BIN02,14
2026-09-11T05:00:00+07:00,BIN03,49
2026-09-11T05:00:00+07:00,BIN04,14
2026-09-11T06:00:00+07:00,BIN01,8
2026-09-11T06:00:00+07:00,BIN02,14
2026-09-11T06:00:00+07:00,BIN03,52
2026-09-11T06:00:00+07:00,BIN04,14
2026-09-11T07:00:00+07:00,BIN01,8
2026-09-11T07:00:00+07:00,BIN02,16
2026-09-11T07:00:00+07:00,BIN03,55
2026-09-11T07:00:00+07:00,BIN04,15
2026-09-11T08:00:00+07:00,BIN01,14
2026-09-11T08:00:00+07:00,BIN02,21
2026-09-11T08:00:00+07:00,BIN03,56
2026-09-11T08:00:00+07:00,BIN04,26
2026-09-11T09:00:00+07:00,BIN01,16
2026-09-11T09:00:00+07:00,BIN02,24
2026-09-11T09:00:00+07:00,BIN03,58
2026-09-11T09:00:00+07:00,BIN04,35
2026-09-11T10:00:00+07:00,BIN01,18
2026-09-11T10:00:00+07:00,BIN02,26
2026-09-11T10:00:00+07:00,BIN03,61
2026-09-11T10:00:00+07:00,BIN04,42
2026-09-11T11:00:00+07:00,BIN01,20
2026-09-11T11:00:00+07:00,BIN02,37
2026-09-11T11:00:00+07:00,BIN03,62
2026-09-11T11:00:00+07:00,BIN04,54
2026-09-11T12:00:00+07:00,BIN01,25
2026-09-11T12:00:00+07:00,BIN02,46
2026-09-11T12:00:00+07:00,BIN03,63
2026-09-11T12:00:00+07:00,BIN04,66
2026-09-11T13:00:00+07:00,BIN01,30
2026-09-11T13:00:00+07:00,BIN02,54
2026-09-11T13:00:00+07:00,BIN03,66
2026-09-11T13:00:00+07:00,BIN04,74
2026-09-11T14:00:00+07:00,BIN01,32
2026-09-11T14:00:00+07:00,BIN02,65
2026-09-11T14:00:00+07:00,BIN03,67
2026-09-11T14:00:00+07:00,BIN04,84
2026-09-11T15:00:00+07:00,BIN01,36
2026-09-11T15:00:00+07:00,BIN02,13
2026-09-11T15:00:00+07:00,BIN03,68
2026-09-11T15:00:00+07:00,BIN04,91
2026-09-11T16:00:00+07:00,BIN01,42
2026-09-11T16:00:00+07:00,BIN02,18
2026-09-11T16:00:00+07:00,BIN03,69
2026-09-11T16:00:00+07:00,BIN04,98
2026-09-11T17:00:00+07:00,BIN01,46
2026-09-11T17:00:00+07:00,BIN02,32
2026-09-11T17:00:00+07:00,BIN03,10
2026-09-11T17:00:00+07:00,BIN04,98
2026-09-11T18:00:00+07:00,BIN01,49
2026-09-11T18:00:00+07:00,BIN02,42
2026-09-11T18:00:00+07:00,BIN03,13
2026-09-11T18:00:00+07:00,BIN04,98
2026-09-11T19:00:00+07:00,BIN01,49
2026-09-11T19:00:00+07:00,BIN02,50
2026-09-11T19:00:00+07:00,BIN03,14
2026-09-11T19:00:00+07:00,BIN04,12
2026-09-11T20:00:00+07:00,BIN01,9
2026-09-11T20:00:00+07:00,BIN02,52
2026-09-11T20:00:00+07:00,BIN03,16
2026-09-11T20:00:00+07:00,BIN04,12
2026-09-11T21:00:00+07:00,BIN01,10
2026-09-11T21:00:00+07:00,BIN02,12
2026-09-11T21:00:00+07:00,BIN03,19
2026-09-11T21:00:00+07:00,BIN04,12
2026-09-11T22:00:00+07:00,BIN01,10
2026-09-11T22:00:00+07:00,BIN02,12
2026-09-11T22:00:00+07:00,BIN03,19
2026-09-11T22:00:00+07:00,BIN04,13
2026-09-11T23:00:00+07:00,BIN01,10
2026-09-11T23:00:00+07:00,BIN02,12
2026-09-11T23:00:00+07:00,BIN03,19
2026-09-11T23:00:00+07:00,BIN04,13
2026-09-12T00:00:00+07:00,BIN01,10
2026-09-12T00:00:00+07:00,BIN02,12
2026-09-12T00:00:00+07:00,BIN03,19
2026-09-12T00:00:00+07:00,BIN04,13
2026-09-12T01:00:00+07:00,BIN01,10
2026-09-12T01:00:00+07:00,BIN02,12
2026-09-12T01:00:00+07:00,BIN03,19
2026-09-12T01:00:00+07:00,BIN04,14
2026-09-12T02:00:00+07:00,BIN01,10
2026-09-12T02:00:00+07:00,BIN02,12
2026-09-12T02:00:00+07:00,BIN03,19
2026-09-12T02:00:00+07:00,BIN04,14
2026-09-12T03:00:00+07:00,BIN01,11
2026-09-12T03:00:00+07:00,BIN02,13
2026-09-12T03:00:00+07:00,BIN03,19
2026-09-12T03:00:00+07:00,BIN04,14
2026-09-12T04:00:00+07:00,BIN01,12
2026-09-12T04:00:00+07:00,BIN02,13
2026-09-12T04:00:00+07:00,BIN03,19
2026-09-12T04:00:00+07:00,BIN04,14
2026-09-12T05:00:00+07:00,BIN01,13
2026-09-12T05:00:00+07:00,BIN02,13
2026-09-12T05:00:00+07:00,BIN03,19
2026-09-12T05:00:00+07:00,BIN04,15
2026-09-12T06:00:00+07:00,BIN01,13
2026-09-12T06:00:00+07:00,BIN02,14
2026-09-12T06:00:00+07:00,BIN03,22
2026-09-12T06:00:00+07:00,BIN04,15
2026-09-12T07:00:00+07:00,BIN01,13
2026-09-12T07:00:00+07:00,BIN02,17
2026-09-12T07:00:00+07:00,BIN03,25
2026-09-12T07:00:00+07:00,BIN04,15
2026-09-12T08:00:00+07:00,BIN01,18
2026-09-12T08:00:00+07:00,BIN02,19
2026-09-12T08:00:00+07:00,BIN03,28
2026-09-12T08:00:00+07:00,BIN04,27
2026-09-12T09:00:00+07:00,BIN01,24
2026-09-12T09:00:00+07:00,BIN02,22
2026-09-12T09:00:00+07:00,BIN03,30
2026-09-12T09:00:00+07:00,BIN04,37
2026-09-12T10:00:00+07:00,BIN01,30
2026-09-12T10:00:00+07:00,BIN02,25
2026-09-12T10:00:00+07:00,BIN03,33
2026-09-12T10:00:00+07:00,BIN04,43
2026-09-12T11:00:00+07:00,BIN01,33
2026-09-12T11:00:00+07:00,BIN02,40
2026-09-12T11:00:00+07:00,BIN03,34
2026-09-12T11:00:00+07:00,BIN04,49
2026-09-12T12:00:00+07:00,BIN01,35
2026-09-12T12:00:00+07:00,BIN02,52
2026-09-12T12:00:00+07:00,BIN03,37
2026-09-12T12:00:00+07:00,BIN04,61
2026-09-12T13:00:00+07:00,BIN01,41
2026-09-12T13:00:00+07:00,BIN02,63
2026-09-12T13:00:00+07:00,BIN03,40
2026-09-12T13:00:00+07:00,BIN04,68
2026-09-12T14:00:00+07:00,BIN01,47
2026-09-12T14:00:00+07:00,BIN02,73
2026-09-12T14:00:00+07:00,BIN03,41
2026-09-12T14:00:00+07:00,BIN04,79
2026-09-12T15:00:00+07:00,BIN01,51
2026-09-12T15:00:00+07:00,BIN02,9
2026-09-12T15:00:00+07:00,BIN03,43
2026-09-12T15:00:00+07:00,BIN04,86
2026-09-12T16:00:00+07:00,BIN01,56
2026-09-12T16:00:00+07:00,BIN02,13
2026-09-12T16:00:00+07:00,BIN03,45
2026-09-12T16:00:00+07:00,BIN04,92
2026-09-12T17:00:00+07:00,BIN01,58
2026-09-12T17:00:00+07:00,BIN02,28
2026-09-12T17:00:00+07:00,BIN03,48
2026-09-12T17:00:00+07:00,BIN04,98
2026-09-12T18:00:00+07:00,BIN01,64
2026-09-12T18:00:00+07:00,BIN02,36
2026-09-12T18:00:00+07:00,BIN03,49
2026-09-12T18:00:00+07:00,BIN04,98
2026-09-12T19:00:00+07:00,BIN01,64
2026-09-12T19:00:00+07:00,BIN02,46
2026-09-12T19:00:00+07:00,BIN03,50
2026-09-12T19:00:00+07:00,BIN04,11
2026-09-12T20:00:00+07:00,BIN01,8
2026-09-12T20:00:00+07:00,BIN02,49
2026-09-12T20:00:00+07:00,BIN03,51
2026-09-12T20:00:00+07:00,BIN04,12
2026-09-12T21:00:00+07:00,BIN01,9
2026-09-12T21:00:00+07:00,BIN02,10
2026-09-12T21:00:00+07:00,BIN03,52
2026-09-12T21:00:00+07:00,BIN04,13
2026-09-12T22:00:00+07:00,BIN01,9
2026-09-12T22:00:00+07:00,BIN02,10
2026-09-12T22:00:00+07:00,BIN03,52
2026-09-12T22:00:00+07:00,BIN04,14
2026-09-12T23:00:00+07:00,BIN01,10
2026-09-12T23:00:00+07:00,BIN02,10
2026-09-12T23:00:00+07:00,BIN03,52
2026-09-12T23:00:00+07:00,BIN04,14
2026-09-13T00:00:00+07:00,BIN01,10
2026-09-13T00:00:00+07:00,BIN02,10
2026-09-13T00:00:00+07:00,BIN03,52
2026-09-13T00:00:00+07:00,BIN04,15
2026-09-13T01:00:00+07:00,BIN01,10
2026-09-13T01:00:00+07:00,BIN02,11
2026-09-13T01:00:00+07:00,BIN03,52
2026-09-13T01:00:00+07:00,BIN04,15
2026-09-13T02:00:00+07:00,BIN01,10
2026-09-13T02:00:00+07:00,BIN02,11
2026-09-13T02:00:00+07:00,BIN03,52
2026-09-13T02:00:00+07:00,BIN04,16
2026-09-13T03:00:00+07:00,BIN01,11
2026-09-13T03:00:00+07:00,BIN02,11
2026-09-13T03:00:00+07:00,BIN03,52
2026-09-13T03:00:00+07:00,BIN04,16
2026-09-13T04:00:00+07:00,BIN01,11
2026-09-13T04:00:00+07:00,BIN02,11
2026-09-13T04:00:00+07:00,BIN03,52
2026-09-13T04:00:00+07:00,BIN04,16
2026-09-13T05:00:00+07:00,BIN01,11
2026-09-13T05:00:00+07:00,BIN02,11
2026-09-13T05:00:00+07:00,BIN03,52
2026-09-13T05:00:00+07:00,BIN04,17
2026-09-13T06:00:00+07:00,BIN01,11
2026-09-13T06:00:00+07:00,BIN02,12
2026-09-13T06:00:00+07:00,BIN03,53
2026-09-13T06:00:00+07:00,BIN04,17
2026-09-13T07:00:00+07:00,BIN01,12
2026-09-13T07:00:00+07:00,BIN02,15
2026-09-13T07:00:00+07:00,BIN03,56
2026-09-13T07:00:00+07:00,BIN04,17
2026-09-13T08:00:00+07:00,BIN01,14
2026-09-13T08:00:00+07:00,BIN02,17
2026-09-13T08:00:00+07:00,BIN03,58
2026-09-13T08:00:00+07:00,BIN04,24
2026-09-13T09:00:00+07:00,BIN01,20
2026-09-13T09:00:00+07:00,BIN02,22
2026-09-13T09:00:00+07:00,BIN03,60
2026-09-13T09:00:00+07:00,BIN04,36
2026-09-13T10:00:00+07:00,BIN01,23
2026-09-13T10:00:00+07:00,BIN02,24
2026-09-13T10:00:00+07:00,BIN03,62
2026-09-13T10:00:00+07:00,BIN04,42
2026-09-13T11:00:00+07:00,BIN01,27
2026-09-13T11:00:00+07:00,BIN02,33
2026-09-13T11:00:00+07:00,BIN03,65
2026-09-13T11:00:00+07:00,BIN04,51
2026-09-13T12:00:00+07:00,BIN01,30
2026-09-13T12:00:00+07:00,BIN02,46
2026-09-13T12:00:00+07:00,BIN03,66
2026-09-13T12:00:00+07:00,BIN04,58
2026-09-13T13:00:00+07:00,BIN01,33
2026-09-13T13:00:00+07:00,BIN02,59
2026-09-13T13:00:00+07:00,BIN03,68
2026-09-13T13:00:00+07:00,BIN04,70
2026-09-13T14:00:00+07:00,BIN01,39
2026-09-13T14:00:00+07:00,BIN02,69
2026-09-13T14:00:00+07:00,BIN03,69
2026-09-13T14:00:00+07:00,BIN04,77
2026-09-13T15:00:00+07:00,BIN01,42
2026-09-13T15:00:00+07:00,BIN02,8
2026-09-13T15:00:00+07:00,BIN03,72
2026-09-13T15:00:00+07:00,BIN04,89
2026-09-13T16:00:00+07:00,BIN01,46
2026-09-13T16:00:00+07:00,BIN02,11
2026-09-13T16:00:00+07:00,BIN03,74
2026-09-13T16:00:00+07:00,BIN04,98
2026-09-13T17:00:00+07:00,BIN01,52
2026-09-13T17:00:00+07:00,BIN02,20
2026-09-13T17:00:00+07:00,BIN03,10
2026-09-13T17:00:00+07:00,BIN04,98
2026-09-13T18:00:00+07:00,BIN01,58
2026-09-13T18:00:00+07:00,BIN02,35
2026-09-13T18:00:00+07:00,BIN03,12
2026-09-13T18:00:00+07:00,BIN04,98
2026-09-13T19:00:00+07:00,BIN01,59
2026-09-13T19:00:00+07:00,BIN02,45
2026-09-13T19:00:00+07:00,BIN03,13
2026-09-13T19:00:00+07:00,BIN04,10
2026-09-13T20:00:00+07:00,BIN01,5
2026-09-13T20:00:00+07:00,BIN02,49
2026-09-13T20:00:00+07:00,BIN03,14
2026-09-13T20:00:00+07:00,BIN04,10
2026-09-13T21:00:00+07:00,BIN01,5
2026-09-13T21:00:00+07:00,BIN02,12
2026-09-13T21:00:00+07:00,BIN03,17
2026-09-13T21:00:00+07:00,BIN04,10
2026-09-13T22:00:00+07:00,BIN01,6
2026-09-13T22:00:00+07:00,BIN02,12
2026-09-13T22:00:00+07:00,BIN03,17
2026-09-13T22:00:00+07:00,BIN04,10
2026-09-13T23:00:00+07:00,BIN01,7
2026-09-13T23:00:00+07:00,BIN02,12
2026-09-13T23:00:00+07:00,BIN03,17
2026-09-13T23:00:00+07:00,BIN04,11
2026-09-14T00:00:00+07:00,BIN01,7
2026-09-14T00:00:00+07:00,BIN02,12
2026-09-14T00:00:00+07:00,BIN03,17
2026-09-14T00:00:00+07:00,BIN04,12
2026-09-14T01:00:00+07:00,BIN01,7
2026-09-14T01:00:00+07:00,BIN02,12
2026-09-14T01:00:00+07:00,BIN03,17
2026-09-14T01:00:00+07:00,BIN04,12
2026-09-14T02:00:00+07:00,BIN01,8
2026-09-14T02:00:00+07:00,BIN02,12
2026-09-14T02:00:00+07:00,BIN03,17
2026-09-14T02:00:00+07:00,BIN04,12
2026-09-14T03:00:00+07:00,BIN01,8
2026-09-14T03:00:00+07:00,BIN02,12
2026-09-14T03:00:00+07:00,BIN03,17
2026-09-14T03:00:00+07:00,BIN04,12
2026-09-14T04:00:00+07:00,BIN01,8
2026-09-14T04:00:00+07:00,BIN02,13
2026-09-14T04:00:00+07:00,BIN03,17
2026-09-14T04:00:00+07:00,BIN04,12
2026-09-14T05:00:00+07:00,BIN01,9
2026-09-14T05:00:00+07:00,BIN02,13
2026-09-14T05:00:00+07:00,BIN03,17
2026-09-14T05:00:00+07:00,BIN04,12
2026-09-14T06:00:00+07:00,BIN01,9
2026-09-14T06:00:00+07:00,BIN02,13
2026-09-14T06:00:00+07:00,BIN03,19
2026-09-14T06:00:00+07:00,BIN04,13
2026-09-14T07:00:00+07:00,BIN01,9
2026-09-14T07:00:00+07:00,BIN02,17
2026-09-14T07:00:00+07:00,BIN03,21
2026-09-14T07:00:00+07:00,BIN04,13
2026-09-14T08:00:00+07:00,BIN01,12
2026-09-14T08:00:00+07:00,BIN02,20
2026-09-14T08:00:00+07:00,BIN03,22
2026-09-14T08:00:00+07:00,BIN04,25
2026-09-14T09:00:00+07:00,BIN01,18
2026-09-14T09:00:00+07:00,BIN02,22
2026-09-14T09:00:00+07:00,BIN03,25
2026-09-14T09:00:00+07:00,BIN04,35
2026-09-14T10:00:00+07:00,BIN01,23
2026-09-14T10:00:00+07:00,BIN02,25
2026-09-14T10:00:00+07:00,BIN03,28
2026-09-14T10:00:00+07:00,BIN04,42
2026-09-14T11:00:00+07:00,BIN01,29
2026-09-14T11:00:00+07:00,BIN02,38
2026-09-14T11:00:00+07:00,BIN03,29
2026-09-14T11:00:00+07:00,BIN04,48
2026-09-14T12:00:00+07:00,BIN01,31
2026-09-14T12:00:00+07:00,BIN02,53
2026-09-14T12:00:00+07:00,BIN03,30
2026-09-14T12:00:00+07:00,BIN04,55
2026-09-14T13:00:00+07:00,BIN01,37
2026-09-14T13:00:00+07:00,BIN02,66
2026-09-14T13:00:00+07:00,BIN03,32
2026-09-14T13:00:00+07:00,BIN04,63
2026-09-14T14:00:00+07:00,BIN01,43
2026-09-14T14:00:00+07:00,BIN02,76
2026-09-14T14:00:00+07:00,BIN03,35
2026-09-14T14:00:00+07:00,BIN04,71
2026-09-14T15:00:00+07:00,BIN01,45
2026-09-14T15:00:00+07:00,BIN02,8
2026-09-14T15:00:00+07:00,BIN03,37
2026-09-14T15:00:00+07:00,BIN04,79
2026-09-14T16:00:00+07:00,BIN01,47
2026-09-14T16:00:00+07:00,BIN02,11
2026-09-14T16:00:00+07:00,BIN03,39
2026-09-14T16:00:00+07:00,BIN04,87
2026-09-14T17:00:00+07:00,BIN01,53
2026-09-14T17:00:00+07:00,BIN02,25
2026-09-14T17:00:00+07:00,BIN03,40
2026-09-14T17:00:00+07:00,BIN04,95
2026-09-14T18:00:00+07:00,BIN01,59
2026-09-14T18:00:00+07:00,BIN02,36
